"binding_id","variant_id","variant_name","base_pattern_id","base_edge_id","strategy_family_id","edge_type","from_state_id","to_state_id","predicate_id","predicate_text","predicate_classes","side_binding","terminal_direction","condition_selectors","condition_candidate_ids","condition_candidate_keys","contradiction_condition_ids","contradiction_condition_keys","freshness_condition_ids","freshness_condition_keys","location_code","location_condition_ids","location_availability","evaluation_contract","observability","implementation_status","expiry_class","binding_status"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001::E02","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Value Area High","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E02","STR-PULLING-STACKING","ADVANCE","S01_OBSERVED","S02_OBSERVED","OPR-182","same-side liquidityがprice後方へstack","LIQUIDITY_STACK_REBUILD","TERMINAL_SIDE","SHORT","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","VALUE_AREA_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","DERIVED_EVALUATOR_REQUIRED","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001::E03","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Value Area High","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E03","STR-PULLING-STACKING","ADVANCE","S02_OBSERVED","S03_OBSERVED","OPR-183","shallow retest","RETEST_SEQUENCE","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","REFERENCE_SIDE_RESOLVED VARIANT_LOCATION","CD-G16-013 CD-G16-014 CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","repeated_high_test repeated_low_test distance_to_profile_vah relation_to_profile_vah value_area_high_distance_session value_area_high_distance_rolling_1h","CD-G16-021 CD-G16-022 CD-G16-023 CD-G16-024","upside_breakout_follow_through downside_breakout_follow_through upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","VALUE_AREA_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","COMPOSITE_CONDITION_AVAILABLE","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001::E04","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Value Area High","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E04","STR-PULLING-STACKING","ADVANCE","S03_OBSERVED","S04_OBSERVED","OPR-184","opposing ordersが旧rangeへ戻せない","BREAKOUT_FAILURE","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038","upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s","CD-G16-021 CD-G16-022","upside_breakout_follow_through downside_breakout_follow_through","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","VALUE_AREA_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","COMPOSITE_CONDITION_AVAILABLE","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001::E05","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Value Area High","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E05","STR-PULLING-STACKING","ADVANCE","S04_OBSERVED","S05_OBSERVED","OPR-185","original aggression再開","TAPE_AGGRESSION","TERMINAL_SIDE","SHORT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","VALUE_AREA_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","DERIVED_EVALUATOR_REQUIRED","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001::E90","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Value Area High","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E90","STR-PULLING-STACKING","TERMINAL","S05_OBSERVED","S90_ORDER_READY","ENGINE-TERMINAL","SHORT_READY","ENGINE_TERMINAL","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","ENGINE_STATE","","","","","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent","VALUE_AREA_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","AVAILABLE","Emit direction_READY to risk/execution gate only after prior state completed.","DIRECT","ENGINE_NATIVE","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001::E98","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Value Area High","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E98","STR-PULLING-STACKING","INVALIDATE","ANY_ACTIVE_STATE","S98_INVALIDATED","INV-039","behind-price liquidity pullとrange復帰","COMPOSITE_INVALIDATION LIQUIDITY_PULL RECLAIM_RETURN","TERMINAL_SIDE","SHORT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G07-014 CD-G07-023 CD-G07-038 CD-G07-047 CD-G16-025 CD-G16-026 CD-G09-034 CD-G09-038","bid_pull_ratio_1s bid_depth_change_1s ask_pull_ratio_1s ask_depth_change_1s reclaim_above_reference reclaim_below_reference reversion_from_window_high_1s reversion_from_window_low_1s","CD-G07-017 CD-G07-041 CD-G16-017 CD-G16-018","bid_stack_ratio_1s ask_stack_ratio_1s acceptance_above_reference acceptance_below_reference","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-019 CD-G01-020 CD-G01-027 CD-G01-005","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned depth_book_synced depth_sequence_contiguous depth_event_fresh persistence_confirmed market_state_atomic window_complete trade_event_fresh","VALUE_AREA_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","AVAILABLE","ANY invalidation atom true terminates instance.","DIRECT","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001::E99","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-VALUE_AREA_EDGE-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Value Area High","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E99","STR-PULLING-STACKING","EXPIRE","ANY_ACTIVE_STATE","S99_EXPIRED","ENGINE-EXPIRY","expiry_class=RETESTの較正済み期限到達","ENGINE_EXPIRY","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","ENGINE_TIME","","","","","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent","VALUE_AREA_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","AVAILABLE","Versioned deadline reached before terminal; expire without intent.","DIRECT","ENGINE_NATIVE","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001::E00","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Profile LVN","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","","STR-PULLING-STACKING","LOCATION_ARM","S00_ARMED_BY_HOOK","V00_LOCATION_CONTEXT_CONFIRMED","LOC::PROFILE_LVN","Profile LVN context confirmed","LOCATION_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","VARIANT_LOCATION","CD-G11-009 CD-G11-010","low_volume_node_distance_session low_volume_node_distance_rolling_1h","","","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","At least one calibrated location route confirms context; candidates are OR routes.","DIRECT","VARIANT_LOCATION_SELECTOR","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001::E01","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Profile LVN","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E01","STR-PULLING-STACKING","ADVANCE","V00_LOCATION_CONTEXT_CONFIRMED","S01_OBSERVED","OPR-162","breakout","BREAK_ATTEMPT","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","COMPOSITE_CONDITION_AVAILABLE","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001::E02","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Profile LVN","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E02","STR-PULLING-STACKING","ADVANCE","S01_OBSERVED","S02_OBSERVED","OPR-182","same-side liquidityがprice後方へstack","LIQUIDITY_STACK_REBUILD","TERMINAL_SIDE","SHORT","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","DERIVED_EVALUATOR_REQUIRED","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001::E03","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Profile LVN","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E03","STR-PULLING-STACKING","ADVANCE","S02_OBSERVED","S03_OBSERVED","OPR-183","shallow retest","RETEST_SEQUENCE","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","REFERENCE_SIDE_RESOLVED VARIANT_LOCATION","CD-G16-013 CD-G16-014 CD-G11-009 CD-G11-010","repeated_high_test repeated_low_test low_volume_node_distance_session low_volume_node_distance_rolling_1h","CD-G16-021 CD-G16-022 CD-G16-023 CD-G16-024","upside_breakout_follow_through downside_breakout_follow_through upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","COMPOSITE_CONDITION_AVAILABLE","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001::E04","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Profile LVN","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E04","STR-PULLING-STACKING","ADVANCE","S03_OBSERVED","S04_OBSERVED","OPR-184","opposing ordersが旧rangeへ戻せない","BREAKOUT_FAILURE","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038","upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s","CD-G16-021 CD-G16-022","upside_breakout_follow_through downside_breakout_follow_through","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","COMPOSITE_CONDITION_AVAILABLE","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001::E05","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Profile LVN","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E05","STR-PULLING-STACKING","ADVANCE","S04_OBSERVED","S05_OBSERVED","OPR-185","original aggression再開","TAPE_AGGRESSION","TERMINAL_SIDE","SHORT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","DERIVED_EVALUATOR_REQUIRED","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001::E90","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Profile LVN","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E90","STR-PULLING-STACKING","TERMINAL","S05_OBSERVED","S90_ORDER_READY","ENGINE-TERMINAL","SHORT_READY","ENGINE_TERMINAL","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","ENGINE_STATE","","","","","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","Emit direction_READY to risk/execution gate only after prior state completed.","DIRECT","ENGINE_NATIVE","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001::E98","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Profile LVN","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E98","STR-PULLING-STACKING","INVALIDATE","ANY_ACTIVE_STATE","S98_INVALIDATED","INV-039","behind-price liquidity pullとrange復帰","COMPOSITE_INVALIDATION LIQUIDITY_PULL RECLAIM_RETURN","TERMINAL_SIDE","SHORT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G07-014 CD-G07-023 CD-G07-038 CD-G07-047 CD-G16-025 CD-G16-026 CD-G09-034 CD-G09-038","bid_pull_ratio_1s bid_depth_change_1s ask_pull_ratio_1s ask_depth_change_1s reclaim_above_reference reclaim_below_reference reversion_from_window_high_1s reversion_from_window_low_1s","CD-G07-017 CD-G07-041 CD-G16-017 CD-G16-018","bid_stack_ratio_1s ask_stack_ratio_1s acceptance_above_reference acceptance_below_reference","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-019 CD-G01-020 CD-G01-027 CD-G01-005","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned depth_book_synced depth_sequence_contiguous depth_event_fresh persistence_confirmed market_state_atomic window_complete trade_event_fresh","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","ANY invalidation atom true terminates instance.","DIRECT","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","RETEST","UNVALIDATED"
"VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001::E99","VAR-PS-BEHIND-PRICE-STACK-RETEST-SHORT-PROFILE_LVN-001","Pulling / Stacking / Liquidity Behind Price / Retest Hold / SHORT / Profile LVN","PAT-PS-BEHIND-PRICE-STACK-RETEST-001","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E99","STR-PULLING-STACKING","EXPIRE","ANY_ACTIVE_STATE","S99_EXPIRED","ENGINE-EXPIRY","expiry_class=RETESTの較正済み期限到達","ENGINE_EXPIRY","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","ENGINE_TIME","","","","","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent","PROFILE_LVN","CD-G11-009 CD-G11-010","AVAILABLE","Versioned deadline reached before terminal; expire without intent.","DIRECT","ENGINE_NATIVE","RETEST","UNVALIDATED"
"VAR-PS-ABSORB-THEN-PULL-CUTREVERSE-LONG-BEST_BID_ASK-001::E00","VAR-PS-ABSORB-THEN-PULL-CUTREVERSE-LONG-BEST_BID_ASK-001","Pulling / Stacking / Churn and Absorption / Protecting Wall Pull / Cut-and-Reverse / LONG / Best Bid","PAT-PS-ABSORB-THEN-PULL-CUTREVERSE-001","","STR-PULLING-STACKING","LOCATION_ARM","S00_ARMED_BY_HOOK","V00_LOCATION_CONTEXT_CONFIRMED","LOC::BEST_BID_ASK","Best Bid context confirmed","LOCATION_CONTEXT","EXPLICIT_BUY_OR_BID_COMPONENT","LONG","VARIANT_LOCATION","CD-G03-001 CD-G03-002","distance_to_best_bid relation_to_best_bid","","","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","BEST_BID_ASK","CD-G03-001 CD-G03-002","AVAILABLE","At least one calibrated location route confirms context; candidates are OR routes.","DIRECT","VARIANT_LOCATION_SELECTOR","REACTION","UNVALIDATED"
"VAR-PS-ABSORB-THEN-PULL-CUTREVERSE-LONG-BEST_BID_ASK-001::E01","VAR-PS-ABSORB-THEN-PULL-CUTREVERSE-LONG-BEST_BID_ASK-001","Pulling / Stacking / Churn and Absorption / Protecting Wall Pull / Cut-and-Reverse / LONG / Best Bid","PAT-PS-ABSORB-THEN-PULL-CUTREVERSE-001","PAT-PS-ABSORB-THEN-PULL-CUTREVERSE-001::E01","STR-PULLING-STACKING","ADVANCE","V00_LOCATION_CONTEXT_CONFIRMED","S01_OBSERVED","OPR-186","bid／askでchurningとabsorption","ABSORPTION_STATE","BOTH_EXPLICIT","LONG","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","BEST_BID_ASK","CD-G03-001 CD-G03-002","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","COMPOSITE_CONDITION_AVAILABLE","REACTION","UNVALIDATED"
"VAR-PS-ABSORB-THEN-PULL-CUTREVERSE-LONG-BEST_BID_ASK-001::E02","VAR-PS-ABSORB-THEN-PULL-CUTREVERSE-LONG-BEST_BID_ASK-001","Pulling / Stacking / Churn and Absorption / Protecting Wall Pull / Cut-and-Reverse / LONG / Best Bid","PAT-PS-ABSORB-THEN-PULL-CUTREVERSE-001","PAT-PS-ABSORB-THEN-PULL-CUTREVERSE-001::E02","STR-PULLING-STACKING","ADVANCE","S01_OBSERVED","S02_OBSERVED","OPR-187","position-side wallに依存","WALL_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","LONG","SIDE_RESOLVED","CD-G06-029 CD-G06-030 CD-G06-031 CD-G06-032 CD-G07-011 CD-G07-014 CD-G07-035 CD-G07-038 CD-G16-035 CD-G16-036 CD-G16-037 CD-G16-038","bid_wall_concentration_top10 distance_to_nearest_bid_wall ask_wall_concentration_top10 distance_to_nearest_ask_wall bid_refresh_count_1s bid_pull_ratio_1s ask_refresh_count_1s ask_pull_ratio_1s bid_passive_defense_holding ask_passive_defense_holding bid_passive_defense_failed ask_passive_defense_failed","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","BEST_BID_ASK","CD-G03-001 CD-G03-002","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","DIRECT","COMPOSITE_CONDITION_AVAILABLE","REACTION","UNVALIDATED"
